iter	Logloss
136	0.3365629386
137	0.3363252995
138	0.3362134092
139	0.3360422317
140	0.3359330548
141	0.3357343867
142	0.3355873505
143	0.3354545839
144	0.3352813502
145	0.3351303966
146	0.3349725071
147	0.3348510044
148	0.3347691794
149	0.3346500295
150	0.3345242442
151	0.3344248171
152	0.3343285318
153	0.3341898375
154	0.334092783
155	0.3339605287
156	0.3337985457
157	0.3336325341
158	0.3335488221
159	0.3334552771
160	0.3333389967
161	0.333175094
162	0.3330488485
163	0.3329019126
164	0.3327812029
165	0.3326719138
166	0.3325539015
167	0.3323945442
168	0.3322663349
169	0.3320972249
170	0.3319237463
171	0.3318545233
172	0.3317238312
173	0.3315365752
174	0.331418572
175	0.3312868713
176	0.3310990697
177	0.3309428058
178	0.3308264471
179	0.3307043844
180	0.3305624832
181	0.3304164908
182	0.3302462449
183	0.3300765508
184	0.3299352644
185	0.3298055201
186	0.3296755324
187	0.3294961379
188	0.3293710122
189	0.3292708317
190	0.329115369
191	0.3290035499
192	0.3288921449
193	0.3287810072
194	0.3286595145
195	0.3285138363
196	0.3283962639
197	0.3283021767
198	0.3281750856
199	0.3280747186
200	0.3279975442
201	0.3278294932
202	0.3276862705
203	0.3275258145
204	0.3274018647
205	0.3272435516
206	0.3271176489
207	0.3269463192
208	0.3268599709
209	0.3267675905
210	0.3266317342
211	0.3265353142
212	0.3264249619
213	0.326329593
214	0.3262284545
215	0.3260784152
216	0.325984617
217	0.3258322159
218	0.3257186973
219	0.3256064248
220	0.3255116714
221	0.3254187408
222	0.3253288521
223	0.3252091497
224	0.325073754
225	0.3249716011
226	0.3248625263
227	0.3247539667
228	0.3246092836
229	0.3245150442
230	0.3244170972
231	0.3242849851
232	0.324169808
233	0.3240753117
234	0.3239980568
235	0.3239138617
236	0.3237910905
237	0.3236861821
238	0.3235570278
239	0.3234505355
240	0.3233507423
241	0.3232365393
242	0.3231611713
243	0.3230796991
244	0.3229821644
245	0.3228821178
246	0.322773813
247	0.3226749901
248	0.3225721624
249	0.3224740751
250	0.3223556713
251	0.3222482536
252	0.3221387284
253	0.3220146469
254	0.3219143049
255	0.3217965071
256	0.3216936928
257	0.3215671319
258	0.3214519505
259	0.321323563
260	0.3212330967
261	0.3211377645
262	0.3210159347
263	0.320914475
264	0.3207857054
265	0.3206877324
266	0.3206076927
267	0.3204934538
268	0.3203965811
269	0.3203120384
270	0.3202229436
271	0.32009692
272	0.3199779908
273	0.3198756364
274	0.3197932944
275	0.3196998806
276	0.3196161649
277	0.3195374726
278	0.3194237599
279	0.3193198211
280	0.3192339326
281	0.3191306774
282	0.3190212519
283	0.3189417909
284	0.3188593014
285	0.318797432
286	0.3186906041
287	0.3186113783
288	0.3185197902
289	0.3184147674
290	0.3183187416
291	0.3182507514
292	0.3181344186
293	0.3179937285
294	0.3178764019
295	0.3177747163
296	0.3176625006
297	0.317588096
298	0.3174770381
299	0.3173521181
300	0.3172378671
301	0.3171135774
302	0.3170326731
303	0.3169424723
304	0.3168302696
305	0.3167529261
306	0.3166884669
307	0.3165843856
308	0.3165219559
309	0.3164234037
310	0.3163357832
311	0.3162470051
312	0.3161301449
313	0.316045534
314	0.3159452147
315	0.3158717041
316	0.3157948366
317	0.3156700017
318	0.3155940754
319	0.3154934527
320	0.3154425657
321	0.3153363899
322	0.315252456
323	0.3151710976
324	0.3150705737
325	0.3149902106
326	0.3148849625
327	0.3148106275
328	0.3146958164
329	0.3145882929
330	0.3145190526
331	0.3143799521
332	0.31429082
333	0.3141925659
334	0.3141232745
335	0.3140232561
336	0.3139434442
337	0.3138828472
338	0.3137850016
339	0.3136956537
340	0.3136239496
341	0.3135559836
342	0.3134360859
343	0.3133217492
344	0.3132609574
345	0.3132025727
346	0.3130977329
347	0.313010748
348	0.3128995222
349	0.3128325967
350	0.3127457797
351	0.3126345197
352	0.3125625588
353	0.3124714132
354	0.3123685741
355	0.3122852398
356	0.3121919687
357	0.3121024553
358	0.312025468
359	0.3119693495
360	0.3118748755
361	0.311811469
362	0.3117073176
363	0.3116206423
364	0.3115397691
365	0.3114452077
366	0.311386736
367	0.3113116183
368	0.311214932
369	0.3111363295
370	0.3110475632
371	0.3109502889
372	0.3108558378
373	0.3107989787
374	0.3107427414
375	0.3106807646
376	0.3106002077
377	0.3105382393
378	0.3104359773
379	0.3103728004
380	0.3102907187
381	0.3101827775
382	0.3100785348
383	0.3099706571
384	0.3098859806
385	0.3097840821
386	0.3096962602
387	0.3096108689
388	0.3095436738
389	0.3094492627
390	0.3093905961
391	0.3093069315
392	0.3092287409
393	0.3091473471
394	0.3090897612
395	0.3090266432
396	0.3089355246
397	0.3088566646
398	0.3087652064
399	0.3087054353
400	0.308643735
401	0.3085439971
402	0.308444469
403	0.3083809071
404	0.3083105888
405	0.3082049862
406	0.3081444833
407	0.3080878217
408	0.3080331353
409	0.3079557324
410	0.3078843209
411	0.3077918968
412	0.3077071761
413	0.3076234787
414	0.3075131919
415	0.3074365227
416	0.3073765171
417	0.3073120595
418	0.3072293257
419	0.3071627734
420	0.3070741967
421	0.3069887479
422	0.3069114132
423	0.3068050666
424	0.3067361414
425	0.3066215835
426	0.3065534141
427	0.3064832661
428	0.3063943704
429	0.3062894886
430	0.3062264461
431	0.3061584979
432	0.306072252
433	0.3059642651
434	0.3058946074
435	0.3058024423
436	0.3057080995
437	0.3056689446
438	0.3056068584
439	0.3055301859
440	0.3054572302
441	0.305353426
442	0.3052929204
443	0.3052213029
444	0.3051384168
445	0.3050567888
446	0.3050039433
447	0.3049322286
448	0.3048443359
449	0.304762738
450	0.3046880591
451	0.3046073174
452	0.304529089
453	0.3044568006
454	0.3044042003
455	0.3043519079
456	0.3042540381
457	0.3041821238
458	0.3041068955
459	0.3040411389
460	0.3039594092
461	0.3038963275
462	0.3038100169
463	0.3037371594
464	0.3036790697
465	0.3035846461
466	0.3035021955
467	0.303433014
468	0.3033561058
469	0.303302821
470	0.3032500251
471	0.3031870371
472	0.3030956116
473	0.3030138766
474	0.3029544829
475	0.3028980308
476	0.3028456508
477	0.3027875525
478	0.3027339913
479	0.3026460712
480	0.3025963236
481	0.3025444606
482	0.3024672908
483	0.3023962555
484	0.3023149377
485	0.3022543719
486	0.3022060645
487	0.3020877327
488	0.3019762451
489	0.3018860094
490	0.3018354491
491	0.3017477447
492	0.3016559282
493	0.3015611069
494	0.3014796869
495	0.3013814181
496	0.3012946469
497	0.3012168196
498	0.3011431518
499	0.3010696297
500	0.3010137833
501	0.3009434049
502	0.3008618335
503	0.300748789
504	0.3006710549
505	0.3005936222
506	0.3005306909
507	0.3004701799
508	0.3003874793
509	0.3003174372
510	0.3002332278
511	0.300127519
512	0.3000589617
513	0.2999895831
514	0.2999156621
515	0.2998415701
516	0.2997233737
517	0.2996605718
518	0.2995746706
519	0.2995061188
520	0.2994245405
521	0.2993236537
522	0.2992398412
523	0.2991686587
524	0.2990987401
525	0.2990301613
526	0.2989668292
527	0.2989073636
528	0.2988533745
529	0.2987952242
530	0.2987322392
531	0.2986695747
532	0.2986166906
533	0.298539028
534	0.2984548485
535	0.2983902499
536	0.2983197791
537	0.298260012
538	0.2981996051
539	0.2981236068
540	0.2980748367
541	0.2980295178
542	0.2979500952
543	0.2978802189
544	0.297816052
545	0.2977636585
546	0.297691096
547	0.2976171499
548	0.2975410001
549	0.2974686748
550	0.2973907165
551	0.2973212283
552	0.2972518175
553	0.2971761999
554	0.2971261387
555	0.2970533711
556	0.2969937029
557	0.2969238449
558	0.2968566519
559	0.2967974892
560	0.2967342401
561	0.2966900656
562	0.2966121255
563	0.2965547007
564	0.2964930484
565	0.2964474018
566	0.2963550774
567	0.2962618729
568	0.2961715631
569	0.2960885441
570	0.2960029312
571	0.295928471
572	0.2958303448
573	0.2957570222
574	0.2957007567
575	0.295623155
576	0.2955804954
577	0.2955233569
578	0.2954442276
579	0.2953691245
580	0.2953201428
581	0.295244329
582	0.2951745796
583	0.2951216207
584	0.2950674795
585	0.294994231
586	0.2949192195
587	0.2948717919
588	0.294826017
589	0.2947720046
590	0.2947145775
591	0.2946477248
592	0.2945821417
593	0.2945151838
594	0.2944514368
595	0.2943616733
596	0.2942889509
597	0.2942355705
598	0.2941829656
599	0.2941122534
600	0.2940120292
601	0.2939553026
602	0.2938870497
603	0.2938250803
604	0.2937603142
605	0.2937183038
606	0.2936579877
607	0.2935950439
608	0.2935218792
609	0.2934323346
610	0.2933516997
611	0.293312616
612	0.2932502826
613	0.2931494802
614	0.2930702706
615	0.293026977
616	0.2929431968
617	0.2928966974
618	0.2928388993
619	0.2927723056
620	0.2927107032
621	0.2926785401
622	0.2926344683
623	0.2925833464
624	0.2925442982
625	0.2924705273
626	0.2924050484
627	0.292344626
628	0.2922686849
629	0.2921991109
630	0.2921488504
631	0.2920742825
632	0.2920113907
633	0.2919501885
634	0.2918925388
635	0.291834878
636	0.2917568101
637	0.2916905289
638	0.2916422087
639	0.2915730074
640	0.2915116535
641	0.2914686223
642	0.2914101896
643	0.2913347768
644	0.2912768959
645	0.2912028866
646	0.2911443044
647	0.2910693514
648	0.2909660319
649	0.2908622757
650	0.2907995156
651	0.290713602
652	0.2906251848
653	0.2905466503
654	0.2904838422
655	0.2904200515
656	0.290350591
657	0.2902929835
658	0.2902533628
659	0.2901927791
660	0.2901395025
661	0.2900720222
662	0.2900004775
663	0.2899467292
664	0.2898976959
665	0.2898668589
666	0.289818802
667	0.2897475924
668	0.2896817979
669	0.2896110542
670	0.2895482869
671	0.2894843529
672	0.2894280401
673	0.2893676287
674	0.2892832523
675	0.2892129014
676	0.2891665256
677	0.2891112506
678	0.2890716498
679	0.2889837671
680	0.2889346747
681	0.2888808941
682	0.2888060401
683	0.2887591729
684	0.2886804329
685	0.2886174213
686	0.2885645777
687	0.2885187385
688	0.2884711545
689	0.2884062555
690	0.2883395075
691	0.2882745474
692	0.2882117499
693	0.2881308324
694	0.2880892813
695	0.288015525
696	0.2879331811
697	0.2878970274
698	0.2878268536
699	0.2877653261
700	0.2877184858
701	0.2876714226
702	0.2876171293
703	0.2875512363
704	0.2875055337
705	0.2874207271
706	0.2873361171
707	0.2872634282
708	0.287197797
709	0.2871407697
710	0.2870877277
711	0.2870459805
712	0.2869719928
713	0.286904283
714	0.2868368881
715	0.2867798715
716	0.2867262229
717	0.2866551816
718	0.2866287484
719	0.2865745404
720	0.2864888397
721	0.2864274965
722	0.2863604827
723	0.2863018693
724	0.2862514681
725	0.2861832723
726	0.2861383321
727	0.2860933429
728	0.2860244509
729	0.2859729127
730	0.2859320663
731	0.2858679083
732	0.2858210317
733	0.2857552
734	0.2856667286
735	0.2856125659
736	0.2855412885
737	0.2855079967
738	0.2854513173
739	0.2853944094
740	0.2853626099
741	0.2853073464
742	0.2852359523
743	0.2851944884
744	0.2851643817
745	0.2850980546
746	0.2850200265
747	0.284945065
748	0.2849001908
749	0.2848335117
750	0.284756935
751	0.2846832444
752	0.2846107856
753	0.2845582074
754	0.2845253854
755	0.2844493456
756	0.2844080241
757	0.2843707671
758	0.2843030128
759	0.2842456589
760	0.2841845438
761	0.2841351325
762	0.2840733903
763	0.2840264879
764	0.2839704035
765	0.2838941075
766	0.2838552843
767	0.2837956838
768	0.2837237616
769	0.2836684435
770	0.2836005008
771	0.2835546097
772	0.2835099612
773	0.283405574
774	0.283324401
775	0.2832854169
776	0.2832125873
777	0.2831381079
778	0.2830991593
779	0.283043664
780	0.2829912938
781	0.2829218674
782	0.2828793337
783	0.2828186004
784	0.2827525663
785	0.2826872109
786	0.2826340071
787	0.2825583916
788	0.282488253
789	0.2824100086
790	0.2823699032
791	0.2823113647
792	0.2822662348
793	0.2822000036
794	0.2821343417
795	0.2820690664
796	0.2819919335
797	0.281947258
798	0.2819011192
799	0.2818393695
800	0.2817935874
801	0.2817151955
802	0.2816672365
803	0.2816080789
804	0.2815598379
805	0.2814879563
806	0.2814132208
807	0.2813538058
808	0.2813055667
809	0.2812668555
810	0.2812089922
811	0.2811371125
812	0.2810911424
813	0.281021115
814	0.2809663906
815	0.2808766222
816	0.2808464644
817	0.2807959217
818	0.2807338463
819	0.280684786
820	0.2806187564
821	0.2805735533
822	0.2805106674
823	0.2804530053
824	0.2803900213
825	0.2803345441
826	0.2802852284
827	0.2802403528
828	0.2801913531
829	0.2801263913
830	0.2800483595
831	0.2800083547
832	0.2799632314
833	0.2799119891
834	0.2798609294
835	0.2798139786
836	0.2797224998
837	0.2796751611
838	0.2796086107
839	0.2795325039
840	0.2794559331
841	0.2794095421
842	0.2793438172
843	0.2792840138
844	0.2792266433
845	0.2791941989
846	0.2791511051
847	0.2790922329
848	0.279054143
849	0.2789871001
850	0.2789379635
851	0.2788840152
852	0.2788426393
853	0.2787658544
854	0.2787284178
855	0.2786551841
856	0.2785872822
857	0.2785155658
858	0.2784597245
859	0.2784027147
860	0.2783425456
861	0.2782814469
862	0.2782225966
863	0.278177673
864	0.2781243382
865	0.2780797326
866	0.2780147746
867	0.2779660335
868	0.2779089579
869	0.2778332416
870	0.2777758529
871	0.2777289077
872	0.2776715464
873	0.2776102407
874	0.2775599109
875	0.277510744
876	0.2774707519
877	0.2773877086
878	0.2773161421
879	0.2772573147
880	0.2771924099
881	0.2771536115
882	0.277104598
883	0.2770413673
884	0.2769853946
885	0.2769360406
886	0.2768806399
887	0.2768234769
888	0.2767669428
889	0.2767251763
890	0.2766648651
891	0.2766189393
892	0.2765238567
893	0.2764707531
894	0.2764254723
895	0.2763761104
896	0.2763097586
897	0.2762608666
898	0.2761962115
899	0.2761510171
900	0.2761068587
901	0.2760553819
902	0.2760243068
903	0.2759656548
904	0.2758850349
905	0.2758302011
906	0.2757943798
907	0.2757469866
908	0.2757073257
909	0.2756540153
910	0.2755972456
911	0.2755394916
912	0.2754718917
913	0.2754046211
914	0.2753461623
915	0.2752969166
916	0.275246745
917	0.275197485
918	0.2751439285
919	0.2750808052
920	0.2750160142
921	0.274945075
922	0.274879459
923	0.2748302602
924	0.2747726597
925	0.2747287715
926	0.2746846364
927	0.2746296819
928	0.2745819335
929	0.2745621193
930	0.2744977078
931	0.2744351645
932	0.2743818989
933	0.2743283081
934	0.2742954089
935	0.2742305865
936	0.2741938095
937	0.2741508908
938	0.2740874565
939	0.2740313007
940	0.2739663518
941	0.2739202825
942	0.2738726774
943	0.2738562696
944	0.2738101021
945	0.2737300557
946	0.2736991744
947	0.2736696782
948	0.2736120251
949	0.2735670152
950	0.2735149722
951	0.2734742753
952	0.2734208249
953	0.2733678741
954	0.2733233146
955	0.2732619537
956	0.2732306522
957	0.2731647424
958	0.2730955817
959	0.2730404277
960	0.2729914216
961	0.2729495805
962	0.2728808733
963	0.2728356868
964	0.2727816281
965	0.2727208679
966	0.2726485069
967	0.2726056061
968	0.2725379895
969	0.2724874641
970	0.2724530067
971	0.2724075112
972	0.2723698361
973	0.2723174485
974	0.272275727
975	0.2722443126
976	0.2721959626
977	0.2721603672
978	0.2721073874
979	0.2720649925
980	0.2720106541
981	0.2719595823
982	0.2719053662
983	0.2718526392
984	0.2718084351
985	0.271753858
986	0.2717115703
987	0.2716483313
988	0.271600845
989	0.2715436969
990	0.2714763365
991	0.2714043748
992	0.2713503299
993	0.2712993537
994	0.271221588
995	0.271168796
996	0.2711159019
997	0.2710990995
998	0.2710267206
999	0.270984234
